taxid,name,rank
"298886","Meriones libycus","species"
"1608482","Puma yagouaroundi","species"
"189210","Crassocephalum","genus"
"189211","Crassocephalum crepidioides","species"
"48008","Oligoryzomys microtis","species"
"82804","Teleogryllus","genus"
"128161","Teleogryllus oceanicus","species"
"257692","Hyalomma excavatum","species"
"216431","Croceibacter","genus"
"313588","Croceibacter atlanticus","species"
"216432","Croceibacter atlanticus HTCC2559","genome"
"9676","Hyaenidae","family"
"9677","Crocuta","genus"
"9678","Crocuta crocuta","species"
"214444","Crocidura hirta","species"
"162484","Pucciniomycetes","class"
"5258","Pucciniales","order"
"106328","Coleosporiaceae","family"
"27353","Cronartium","genus"
"27354","Cronartium ribicola","species"
"413496","Cronobacter","genus"
"28141","Cronobacter sakazakii","species"
"413502","Cronobacter turicensis","species"
"413503","Cronobacter malonaticus","species"
"413497","Cronobacter dublinensis","species"
"1159554","Cronobacter dublinensis subsp. dublinensis LMG 23823","genome"
"413501","Cronobacter muytjensii","species"
"1159613","Cronobacter muytjensii ATCC 51329","genome"
"1163710","Cronobacter condimenti","species"
"1888169","Cronobacter sp.","species"
"1159491","Cronobacter malonaticus LMG 23826","genome"
"1138308","Cronobacter sakazakii ES15","genome"
"100370","Croton","genus"
"504204","Croton hirtus","species"
"20025","Acalypha","genus"
"323030","Croton bonplandianus","species"
"323052","Croton glandulosus","species"
"399129","Cryphonectriaceae","family"
"5115","Cryphonectria","genus"
"5116","Cryphonectria parasitica","species"
"187221","Cryphonectria nitschkei","species"
"463826","Cryptophlebia","genus"
"463827","Cryptophlebia peltastica","species"
"5794","Apicomplexa","phylum"
"1280412","Conoidasida","class"
"75739","Eucoccidiorida","order"
"35082","Cryptosporidiidae","family"
"5806","Cryptosporidium","genus"
"5807","Cryptosporidium parvum","species"
"10197","Ctenophora","phylum"
"140493","Tentaculata","class"
"27921","Lobata","order"
"51105","Bolinopsidae","family"
"27922","Mnemiopsis","genus"
"27923","Mnemiopsis leidyi","species"
"869827","Cucumis sativus var. sativus","genome"
"3653","Citrullus","genus"
"3667","Lagenaria","genus"
"3668","Lagenaria siceraria","species"
"3573","Silene","genus"
"1045115","Silene firma","species"
"3654","Citrullus lanatus","species"
"357961","Cucumis melo var. inodorus","genome"
"3661","Cucurbita maxima","species"
"651667","Rhinella","genus"
"8386","Rhinella marina","species"
"1806176","Culex globocoxitus","species"
"260110","Culex australicus","species"
"42429","Culex nigripalpus","species"
"38569","Culex pipiens pipiens","genome"
"199890","Anopheles epiroticus","species"
"142887","Anopheles vagus","species"
"329109","Culiseta melanura","species"
"707281","Culex declarator","species"
"281915","Curvibacter","genus"
"1888168","Curvibacter sp.","species"
"5502","Curvularia","genus"
"671092","Curvularia protuberata","species"
"30962","Oncorhynchus clarkii","species"
"1890424","Synechococcales","order"
"2881426","Prochlorococcaceae","family"
"1218","Prochlorococcus","genus"
"1219","Prochlorococcus marinus","species"
"167542","Prochlorococcus marinus str. MIT 9515","genome"
"1890426","Synechococcaceae","family"
"1129","Synechococcus","genus"
"32051","Synechococcus sp. WH 7803","species"
"167555","Prochlorococcus marinus str. NATL1A","genome"
"59920","Prochlorococcus marinus str. NATL2A","genome"
"59922","Prochlorococcus marinus str. MIT 9303","genome"
"166321","Synechococcus sp. WH 8017","species"
"2881377","Pseudanabaenales","order"
"1890438","Leptolyngbyaceae","family"
"47251","Leptolyngbya","genus"
"1184","Leptolyngbya boryana","species"
"47253","Leptolyngbya foveolarum","species"
"74547","Prochlorococcus marinus str. MIT 9313","genome"
"1131","Synechococcus sp.","species"
"166314","Synechococcus sp. WH 8109","species"
"167539","Prochlorococcus marinus subsp. marinus str. CCMP1375","genome"
"166313","Synechococcus sp. WH 8012","species"
"114431","Cyanoramphus","genus"
"114432","Cyanoramphus auriceps","species"
"134569","Cybaeidae","family"
"388978","Cybaeus","genus"
"634021","Cybaeus signifer","species"
"3296","Cycadopsida","class"
"58020","Cycadophyta","genome"
"3297","Cycadales","order"
"3394","Cycadaceae","family"
"3395","Cycas","genus"
"3396","Cycas revoluta","species"
"91889","Garryales","order"
"4286","Garryaceae","family"
"16900","Aucuba","genus"
"16901","Aucuba japonica","species"
"7096","Lasiocampidae","family"
"1418796","Kunugia","genus"
"1906388","Kunugia undans","species"
"1591310","Callosciurus erythraeus thaiwanensis","genome"
"641488","Crocidura luna","species"
"14366","Cymbidium","genus"
"112607","Cymbidium goeringii","species"
"28471","Cymbidium hybrid cultivar","species"
"36459","Phalaenopsis","genus"
"38198","Vanda","genus"
"38234","Epidendrum","genus"
"38236","Cattleya","genus"
"45173","Oncidium","genus"
"78858","Zygopetalum","genus"
"112603","Cymbidium aloifolium","species"
"80424","Phaius","genus"
"120015","Phaius tancarvilleae","species"
"123155","Laelia","genus"
"79446","Pholidota","genus"
"141750","Pholidota imbricata","species"
"160533","Cymbidium iridioides","species"
"9541","Macaca fascicularis","species"
"7956","Carassius","genus"
"7957","Carassius auratus","species"
"38190","Cypripedium","genus"
"153603","Cypripedium parviflorum","species"
"82224","Cyrtanthus","genus"
"112543","Cyrtanthus elatus","species"
"69082","Niviventer","genus"
"248811","Niviventer confucianus","species"
"41562","Dahlia","genus"
"101596","Dahlia pinnata","species"
"212294","Dalechampia","genus"
"33415","Nymphalidae","family"
"13036","Danaus","genus"
"13037","Danaus plexippus","species"
"278856","Danaus plexippus plexippus","genome"
"8574","Boa constrictor","species"
"39987","Thymelaeaceae","family"
"66679","Daphne","genus"
"66680","Daphne mezereum","species"
"329675","Daphne odora","species"
"151546","Cephonodes","genus"
"151547","Cephonodes hylas","species"
"522809","Daphnis","genus"
"522810","Daphnis nerii","species"
"393339","Agathia","genus"
"1370839","Agathia lycaenaria","species"
"3662","Cucurbita moschata","species"
"58949","Crocus","genus"
"82528","Crocus sativus","species"
"260674","Citrullus lanatus subsp. vulgaris","genome"
"69720","Zantedeschia","genus"
"69721","Zantedeschia aethiopica","species"
"2789653","Thaumatophyllum","genus"
"292307","Thaumatophyllum bipinnatifidum","species"
"4075","Datura inoxia","species"
"13728","Thunbergia","genus"
"32198","Thunbergia alata","species"
"36227","Cercopithecus neglectus","species"
"6685","Penaeidae","family"
"391290","Geobacillus sp. E263","species"
"9867","Dama","genus"
"30532","Dama dama","species"
"9872","Odocoileus hemionus","species"
"290931","Deinbollia","genus"
"290932","Deinbollia borbonica","species"
"80865","Delftia","genus"
"1537702","Delftia sp. 670","species"
"80866","Delftia acidovorans","species"
"180282","Delftia tsuruhatensis","species"
"2763","Rhodophyta","phylum"
"2806","Florideophyceae","class"
"31364","Bonnemaisoniales","order"
"31365","Bonnemaisoniaceae","family"
"38530","Delisea","genus"
"40385","Delisea pulchra","species"
"9727","Delphinus","genus"
"9728","Delphinus delphis","species"
"108353","Sidastrum","genus"
"932019","Sidastrum micranthum","species"
"649996","Tomato yellow leaf distortion virus","species"
"1890423","Tomato yellow leaf distortion virus - Sidastrum","genome"
"37818","Dendrobium","genus"
"234037","Dendrobium smillieae","species"
"151303","Dendrolimus","genus"
"238572","Dendrolimus punctatus","species"
"299628","Aedes taylori","species"
"53539","Diceromyia","genome"
"53540","Aedimorphus","genome"
"53541","Stegomyia","genome"
"34626","Hyalomma dromedarii","species"
"1833945","Desmodium glabrum","species"
"27439","Chrysomelidae","family"
"50385","Diabrotica","genus"
"50389","Diabrotica virgifera","species"
"50390","Diabrotica virgifera virgifera","genome"
"58732","Diachasmimorpha","genus"
"58733","Diachasmimorpha longicaudata","species"
"7419","Diadromus","genus"
"7420","Diadromus pulchellus","species"
"51653","Plutellidae","family"
"51654","Plutella","genus"
"51655","Plutella xylostella","species"
"1585420","Liviidae","family"
"121844","Diaphorina","genus"
"121845","Diaphorina citri","species"
"767018","Diaporthaceae","family"
"36922","Diaporthe","genus"
"73123","Diaporthe ambigua","species"
"255860","Diascia","genus"
"40084","Diatraea","genus"
"40085","Diatraea saccharalis","species"
"1903410","Pectobacteriaceae","family"
"204037","Dickeya","genus"
"1778540","Dickeya fangzhongdai","species"
"1089444","Dickeya solani","species"
"1914291","Dickeya sp.","species"
"1224151","Dickeya solani MK10","genome"
"76361","Dicliptera","genus"
"32436","Aplousobranchia","order"
"107393","Didemnidae","family"
"107394","Didemnum","genus"
"107395","Didemnum sp.","species"
"66017","Digitaria","genus"
"66018","Digitaria ciliaris","species"
"435758","Digitaria didactyla","species"
"121769","Digitaria sanguinalis","species"
"40921","Anethum","genus"
"40922","Anethum graveolens","species"
"144244","Dinocampus","genus"
"144245","Dinocampus coccinellae","species"
"309512","Dinoroseobacter","genus"
"215813","Dinoroseobacter shibae","species"
"398580","Dinoroseobacter shibae DFL 12 = DSM 16493","genome"
"60364","Diodia","genus"
"92993","Glyptapanteles","genus"
"463051","Glyptapanteles flavicoxis","species"
"64874","Diolcogaster","genus"
"1185558","Diolcogaster facetosa","species"
"29710","Dioscorea cayenensis","species"
"55577","Dioscorea cayenensis subsp. rotundata","genome"
"55578","Dioscorea sansibarensis","species"
"55581","Dioscorea trifida","species"
"1238140","Dioscorea nummularia","species"
"66735","Diplodia","genus"
"280322","Diplodia scrobiculata","species"
"218102","Gnomoniaceae","family"
"124132","Discula","genus"
"148313","Discula destructiva","species"
"1198148","Diuris pedunculata","species"
"318450","Diuris orientis","species"
"39030","Apodemus agrarius","species"
"134909","Apodemus ponticus","species"
"9723","Platanistidae","family"
"27609","Lagenorhynchus","genus"
"27610","Lagenorhynchus albirostris","species"
"1423412","Diuris longifolia","species"
"152868","Diuris laxiflora","species"
"39502","Dracaena","genus"
"326070","Dracaena sanderiana","species"
"6961","Odonata","order"
"6964","Libellulidae","family"
"447910","Erythrodiplax","genus"
"451473","Erythrodiplax fusca","species"
"6962","Anisoptera","genome"
"2510002","Epiprocta","genome"
"333467","Tholymis","genus"
"447881","Tholymis tillarga","species"
"185824","Pantala","genus"
"185825","Pantala flavescens","species"
"70378","Erythemis","genus"
"70384","Erythemis simplicicollis","species"
"50509","Aeshnidae","family"
"481682","Rhionaeschna","genus"
"237662","Rhionaeschna multicolor","species"
"451475","Erythrodiplax umbrata","species"
"70895","Coenagrionidae","family"
"481683","Xanthocnemis","genus"
"481685","Xanthocnemis zealandica","species"
"126255","Orthetrum","genus"
"320892","Orthetrum sabina","species"
"451480","Miathyria","genus"
"451481","Miathyria marcella","species"
"70381","Corduliidae","family"
"229394","Procordulia","genus"
"447874","Procordulia grayi","species"
"342750","Diplacodes","genus"
"451468","Diplacodes bipunctata","species"
"152869","Drakaea","genus"
"7246","Drosophila affinis","species"
"7217","Drosophila ananassae","species"
"7250","Drosophila immigrans","species"
"198719","Drosophila innubila","species"
"7282","Drosophila obscura","species"
"7241","Drosophila subobscura","species"
"7284","Drosophila tristis","species"
"193352","Drosophila unispina","species"
"6942","Amblyomma","genus"
"34610","Amblyomma variegatum","species"
"34611","Rhipicephalus annulatus","species"
"72855","Hyalomma truncatum","species"
"72862","Hyalomma rufipes","species"
"136141","Rhipicephalus geigyi","species"
"45834","Solanum dulcamara","species"
"3166","Chlorophyceae","class"
"3042","Chlamydomonadales","order"
"3043","Dunaliellaceae","family"
"3044","Dunaliella","genus"
"140095","Dunaliella viridis","species"
"94017","Salticidae","family"
"243368","Portia","genus"
"243369","Portia labiata","species"
"1084239","Citrus reticulata x Citrus sinensis","species"
"214835","Dysaphis","genus"
"214836","Dysaphis plantaginea","species"
"78168","Passiflora edulis","species"
"228917","Ochlerotatus canadensis","species"
"9317","Macropus giganteus","species"
"77230","Epomops","genus"
"77231","Epomops franqueti","species"
"77236","Myonycteris","genus"
"77243","Myonycteris torquata","species"
"45618","Echinochloa","genus"
"2870","Phaeophyceae","class"
"2886","Laminariales","order"
"35120","Lessoniaceae","family"
"105406","Ecklonia","genus"
"309355","Ecklonia radiata","species"
"53718","Eclipta","genus"
"53719","Eclipta prostrata","species"
"2877","Ectocarpales","order"
"2878","Ectocarpaceae","family"
"2879","Ectocarpus","genus"
"43935","Ectocarpus fasciculatus","species"
"2880","Ectocarpus siliculosus","species"
"248898","Ectropis","genus"
"248899","Ectropis obliqua","species"
"1903412","Hafniaceae","family"
"635","Edwardsiella","genus"
"1821960","Edwardsiella anguillarum","species"
"67780","Edwardsiella ictaluri","species"
"636","Edwardsiella tarda","species"
"6960","Hexapoda","genome"
"84998","Coriobacteriia","class"
"1643822","Eggerthellales","order"
"1643826","Eggerthellaceae","family"
"84111","Eggerthella","genus"
"84112","Eggerthella lenta","species"
"45840","Solanum seaforthianum","species"
"51426","Agapanthus","genus"
"139045","Anopheles coustani","species"
"5799","Eimeriidae","family"
"5800","Eimeria","genus"
"51314","Eimeria brunetti","species"
"471275","Eimeria stiedai","species"
"5802","Eimeria tenella","species"
"44233","Reithrodontomys","genus"
"44234","Reithrodontomys megalotis","species"
"4201","Sambucus","genus"
"4202","Sambucus nigra","species"
"57008","Sambucus canadensis","species"
"4203","Sambucus racemosa","species"
"99490","Loxodonta cyclotis","species"
"4510","Eleusine","genus"
"29674","Eleusine indica","species"
"47521","Unionida","order"
"47526","Unionidae","family"
"52376","Elliptio","genus"
"55832","Elliptio complanata","species"
"3474","Ulmaceae","family"
"24735","Ulmus","genus"
"172265","Ulmus glabra","species"
"73020","Isochrysidales","order"
"418966","Noelaerhabdaceae","family"
"2902","Emiliania","genus"
"2903","Emiliania huxleyi","species"
"13426","Cichorium","genus"
"13427","Cichorium intybus","species"
"13730","Tragopogon","genus"
"13731","Tragopogon porrifolius","species"
"41503","Centaurea","genus"
"41522","Centaurea cyanus","species"
"41653","Tragopogon pratensis","species"
"75943","Lactuca serriola","species"
"75948","Lactuca saligna","species"
"41495","Calendula","genus"
"99035","Calendula arvensis","species"
"114280","Cichorium endivia","species"
"54136","Trachypithecus","genus"
"54181","Trachypithecus obscurus","species"
"34881","Enhydra","genus"
"34882","Enhydra lutris","species"
"1049777","Enhydra lutris nereis","genome"
"547","Enterobacter","genus"
"1676277","Enterobacter sp. CT7","species"
"550","Enterobacter cloacae","species"
"69218","Enterobacter cancerogenus","species"
